date,code,close,pred,share_position,value_position,Side
2017-01-06,002373.XSHE,14.21,5.840350094239067,10.415634082253339,148.00616030881994,Hold
2017-01-06,002426.XSHE,8.28,6.486372192931558,32.79329656435563,271.52849555286457,Hold
2017-01-06,002500.XSHE,11.91,6.452561904945017,21.882154189731448,260.6164563997016,Hold
2017-01-06,002657.XSHE,42.83,6.486372192931558,3.9223510314495282,167.9942946769833,Hold
2017-01-06,002673.XSHE,20.5,6.434604484298762,27.002458323355054,553.5503956287786,Hold
2017-01-06,002736.XSHE,15.65,6.486372192931558,47.271323753011714,739.7962167346334,Hold
2017-01-06,300001.XSHE,17.41,6.486372192931558,7.668112515806441,133.50183890019014,Hold
2017-01-06,300010.XSHE,16.9,5.700223869988715,8.118464635968046,137.20205234785996,Hold
2017-01-06,300026.XSHE,5.45,6.492096082500828,46.514137506953865,253.50204941289857,Hold
2017-01-06,300133.XSHE,11.28,6.492096082500828,13.334862397554918,150.41724784441948,Hold
2017-01-06,300134.XSHE,26.0,5.910928785283353,7.125502829402366,185.26307356446154,Hold
2017-01-06,300166.XSHE,19.5,6.559018243970046,6.672791947479995,130.1194429758599,Hold
2017-01-06,600176.XSHG,10.02,6.2519733313668215,18.735146621770753,187.72616915014294,Hold
2017-01-06,600187.XSHG,5.52,5.976035997290128,27.908482504172316,154.05482342303117,Hold
2017-01-06,600188.XSHG,10.73,6.492096082500828,7.401814925019616,79.4214741454605,Hold
2017-01-06,600270.XSHG,16.99,5.677706590113101,6.922027275195127,117.6052434055652,Hold
2017-01-06,600395.XSHG,8.19,6.486372192931558,12.629514127189683,103.4357207016835,Hold
2017-01-06,600503.XSHG,8.51,5.773503119046231,30.45055974761611,259.1342634522131,Hold
2017-01-06,600751.XSHG,9.0,5.448071500903633,23.527791486382572,211.75012337744315,Hold
2017-01-06,601225.XSHG,4.9,,38.25269939994954,187.43822705975276,Hold
2017-01-06,603019.XSHG,26.9,6.502988252412269,6.323619014601609,170.10535149278326,Hold
2017-01-09,000002.XSHE,20.66,6.414282806100585,129.81644637726708,2682.007782154338,Hold
2017-01-09,000012.XSHE,11.43,5.82306985292414,17.39107463632842,198.77998309323382,Hold
2017-01-09,000025.XSHE,56.41,5.753858006212422,1.0340387575709622,58.330126314577974,Hold
2017-01-09,000413.XSHE,11.34,6.421454126425091,35.844272886679555,406.47405453494616,Hold
2017-01-09,000758.XSHE,8.31,5.4277496876018425,22.36752831356292,185.8741602857079,Hold
2017-01-09,000806.XSHE,16.85,5.16884273092087,12.728354637416906,214.47277564047488,Hold
2017-01-09,000810.XSHE,14.13,6.486372192931558,9.863022345663426,139.3645057442242,Hold
2017-01-09,002022.XSHE,20.35,5.647076623078001,7.795412173617409,158.6366377331143,Hold
2017-01-09,002030.XSHE,23.17,6.062105122742496,9.846887464518382,228.1523825528909,Hold
2017-01-09,002081.XSHE,10.11,5.47094191598572,29.953070138921323,302.82553910449457,Hold
2017-01-09,002273.XSHE,20.26,5.569423007517534,10.068511184353937,203.98803659501078,Hold
2017-01-09,002292.XSHE,22.9,6.474106554690746,9.944887642659411,227.7379270169005,Hold
2017-01-09,002299.XSHE,19.39,4.789173503433847,8.869323817534358,171.9761888219912,Hold
2017-01-09,002325.XSHE,8.1,6.2519733313668215,16.058561480360066,130.07434799091652,Hold
2017-01-09,002373.XSHE,14.37,5.424680599425717,10.415634082253339,149.67266176198046,Hold
2017-01-09,002426.XSHE,8.17,6.492096082500828,32.79329656435563,267.9212329307855,Hold
2017-01-09,002500.XSHE,11.97,6.111802413937353,21.882154189731448,261.92938565108545,Hold
2017-01-09,002657.XSHE,43.02,6.065165170320995,3.9223510314495282,168.7395413729587,Hold
2017-01-09,002673.XSHE,20.52,6.434604484298762,27.002458323355054,554.0904447952457,Hold
2017-01-09,002736.XSHE,15.63,6.265107095391917,47.271323753011714,738.8507902595732,Hold
2017-01-09,300001.XSHE,17.44,6.486372192931558,7.668112515806441,133.73188227566433,Hold
2017-01-09,300010.XSHE,17.3,5.3634403836193965,8.118464635968046,140.4494382022472,Hold
2017-01-09,300026.XSHE,5.46,6.492096082500828,46.514137506953865,253.9671907879681,Hold
2017-01-09,300133.XSHE,11.3,6.492096082500828,13.334862397554918,150.68394509237058,Hold
2017-01-09,300134.XSHE,25.95,5.794241135996186,7.125502829402366,184.90679842299141,Hold
2017-01-09,300166.XSHE,19.21,6.011128458472603,6.672791947479995,128.1843333110907,Hold
2017-01-09,600176.XSHG,10.01,6.046052599030796,18.735146621770753,187.53881768392523,Hold
2017-01-09,600187.XSHG,5.51,5.887987919430605,27.908482504172316,153.77573859798946,Hold
2017-01-09,600188.XSHG,10.8,6.478172930939336,7.401814925019616,79.93960119021186,Hold
2017-01-09,600270.XSHG,17.08,5.474115034851642,6.922027275195127,118.22822586033276,Hold
2017-01-09,600395.XSHG,8.19,6.486372192931558,12.629514127189683,103.4357207016835,Hold
2017-01-09,600503.XSHG,8.47,5.801391109559964,30.45055974761611,257.9162410623085,Hold
2017-01-09,600751.XSHG,8.9,5.518892712767489,23.527791486382572,209.3973442288049,Hold
2017-01-09,601225.XSHG,4.89,,38.25269939994954,187.05570006575326,Hold
2017-01-09,603019.XSHG,26.7,6.6392507143848105,6.323619014601609,168.84062768986294,Hold
2017-01-10,000002.XSHE,20.58,6.434604484298762,129.81644637726708,2671.6224664441565,Hold
2017-01-10,000012.XSHE,11.78,5.265075975291017,17.39107463632842,204.86685921594878,Hold
2017-01-10,000025.XSHE,55.62,6.469390238781416,1.0340387575709622,57.51323569609691,Hold
2017-01-10,000413.XSHE,11.36,6.393061005976403,35.844272886679555,407.1909399926797,Hold
2017-01-10,000758.XSHE,8.4,5.349703945100892,22.36752831356292,187.88723783392854,Hold
2017-01-10,000806.XSHE,17.02,5.067364077321558,12.728354637416906,216.63659592883573,Hold
2017-01-10,000810.XSHE,14.23,6.3195499118382505,9.863022345663426,140.35080797879056,Hold
2017-01-10,002022.XSHE,20.25,5.840350094239067,7.795412173617409,157.85709651575254,Hold
2017-01-10,002030.XSHE,23.24,5.840350094239067,9.846887464518382,228.84166467540717,Hold
2017-01-10,002081.XSHE,10.05,5.840350094239067,29.953070138921323,301.0283548961593,Hold
2017-01-10,002273.XSHE,20.14,5.81157408827059,10.068511184353937,202.7798152528883,Hold
2017-01-10,002292.XSHE,22.78,6.492096082500828,9.944887642659411,226.54454049978142,Hold
2017-01-10,002299.XSHE,18.89,4.998079910482661,8.869323817534358,167.54152691322403,Hold
2017-01-10,002325.XSHE,8.1,5.940822105922216,16.058561480360066,130.07434799091652,Hold
2017-01-10,002373.XSHE,14.24,5.654477545964067,10.415634082253339,148.31862933128755,Hold
2017-01-10,002426.XSHE,8.19,6.492096082500828,32.79329656435563,268.5770988620726,Hold
2017-01-10,002500.XSHE,11.92,6.061468593178289,21.882154189731448,260.83527794159886,Hold
2017-01-10,002657.XSHE,42.49,6.492096082500828,3.9223510314495282,166.66069532629047,Hold
2017-01-10,002673.XSHE,20.5,6.434604484298762,27.002458323355054,553.5503956287786,Hold
2017-01-10,002736.XSHE,15.61,6.065165170320995,47.271323753011714,737.9053637845128,Hold
2017-01-10,300001.XSHE,17.35,6.492096082500828,7.668112515806441,133.04175214924177,Hold
2017-01-10,300010.XSHE,17.38,5.340283743559987,8.118464635968046,141.0989153731246,Hold
2017-01-10,300026.XSHE,5.43,6.492096082500828,46.514137506953865,252.57176666275947,Hold
2017-01-10,300133.XSHE,11.36,6.492096082500828,13.334862397554918,151.48403683622385,Hold
2017-01-10,300134.XSHE,25.6,6.492096082500828,7.125502829402366,182.4128724327006,Hold
2017-01-10,300166.XSHE,19.26,5.7859383526521375,6.672791947479995,128.5179729084647,Hold
2017-01-10,600176.XSHG,10.1,5.7970367133765714,18.735146621770753,189.22498087988458,Hold
2017-01-10,600187.XSHG,5.54,5.810550732362422,27.908482504172316,154.61299307311464,Hold
2017-01-10,600188.XSHG,10.95,5.840350094239067,7.401814925019616,81.04987342896479,Hold
2017-01-10,600270.XSHG,17.23,5.630413246343396,6.922027275195127,119.26652995161204,Hold
2017-01-10,600395.XSHG,8.34,5.835926669351973,12.629514127189683,105.33014782076195,Hold
2017-01-10,600503.XSHG,8.45,5.81619681976442,30.45055974761611,257.3072298673561,Hold
2017-01-10,600751.XSHG,8.89,6.000964100396486,23.527791486382572,209.16206631394107,Hold
2017-01-10,601225.XSHG,4.98,,38.25269939994954,190.49844301174875,Hold
2017-01-10,603019.XSHG,25.92,6.196903300906228,6.323619014601609,163.9082048584737,Hold
2017-01-11,000002.XSHE,20.4,6.434604484298762,107.457955208607,2192.142286255583,
2017-01-11,000025.XSHE,55.65,6.052256619179843,0.8515100518121179,47.38653438334436,
2017-01-11,000413.XSHE,11.18,6.434604484298762,29.6695653562979,331.7057406834105,
2017-01-11,000810.XSHE,14.15,6.270830984961184,8.00817142751249,113.31562569930173,
2017-01-11,000839.XSHE,9.18,6.434604484298762,43.09090935683489,395.5745478957443,
2017-01-11,002027.XSHE,13.9,6.623282115665159,9.78264394526346,135.9787508391621,
2017-01-11,002261.XSHE,11.96,6.483135195391442,10.335873429550173,123.61704621742007,
2017-01-11,002292.XSHE,22.48,6.492096082500828,8.248468386393688,185.4255693261301,
2017-01-11,002424.XSHE,18.37,6.502988252412269,6.841444219980606,125.67733032104374,
2017-01-11,002426.XSHE,8.1,6.502988252412269,27.470454714982242,222.51068319135615,
2017-01-11,002444.XSHE,15.49,6.502988252412269,8.512471441698823,131.85818263191476,
2017-01-11,002657.XSHE,42.62,5.940822105922216,3.238832354359122,138.03903494278578,
2017-01-11,002673.XSHE,20.28,6.445496654210205,22.451813949745098,455.32278690083064,
2017-01-11,002701.XSHE,8.76,6.454082687360342,21.872879182306065,191.60642163700112,
2017-01-11,002707.XSHE,15.38,6.492096082500828,6.697932716591899,103.01420518118341,
2017-01-11,300001.XSHE,17.68,5.837850395522611,6.176191034618461,109.19505749205439,
2017-01-11,300026.XSHE,5.4,6.492096082500828,38.153409326364226,206.02841036236683,
2017-01-11,300043.XSHE,9.96,6.571926795111199,7.860521680491906,78.29079593769939,
2017-01-11,300059.XSHE,16.79,6.434604484298762,33.74497489556336,566.5781284965087,
2017-01-11,300085.XSHE,21.09,6.32527380140752,4.298364180153692,90.65250055944138,
2017-01-11,300133.XSHE,11.1,6.492096082500828,11.136670830398204,123.61704621742007,
2017-01-11,300134.XSHE,25.18,6.525009318552436,6.054846055129127,152.46102366815143,
2017-01-11,300146.XSHE,11.78,6.486098683478954,11.543187677348227,135.9787508391621,
2017-01-11,300199.XSHE,17.65,5.962265794860025,7.3539885851723,129.79789852829109,
2017-01-11,300253.XSHE,19.68,5.893711808999875,8.89858479715507,175.1241488080118,
2017-01-11,600074.XSHG,12.85,6.463561883264871,15.712672541254433,201.90784215511945,
2017-01-11,600446.XSHG,24.79,6.4873626043174655,7.978510445658417,197.78727394787214,
2017-01-11,600549.XSHG,22.37,6.475127469598063,6.631222863697098,148.34045546090408,
2017-01-11,600570.XSHG,45.39,6.479984250644019,8.034154799325606,364.6702863413892,
2017-01-11,600588.XSHG,20.87,6.492096082500828,11.4515072362408,238.9929560203455,
2017-01-11,600606.XSHG,8.57,6.2566998204633295,38.705453988729346,331.7057406834105,
2017-01-11,601016.XSHG,8.92,6.492096082500828,6.4672595181012,57.6879549014627,
2017-01-11,601601.XSHG,28.07,5.974151321440253,48.73632507324957,1368.0286448061154,
2017-01-11,601886.XSHG,10.82,6.243424101996743,7.0453338109127275,76.23051183407571,
2017-01-11,603019.XSHG,24.87,4.7954897900551785,5.63326574372374,140.09931904640942,
2017-01-12,000002.XSHE,20.4,,107.457955208607,2192.142286255583,Hold
2017-01-12,000025.XSHE,55.07,6.257922433820033,0.8515100518121179,46.89265855329334,Hold
2017-01-12,000413.XSHE,11.04,6.396784148397118,29.6695653562979,327.55200153352877,Hold
2017-01-12,000810.XSHE,14.02,6.492096082500828,8.00817142751249,112.2745634137251,Hold
2017-01-12,000839.XSHE,9.2,6.434604484298762,43.09090935683489,396.43636608288097,Hold
2017-01-12,002027.XSHE,13.82,6.6392507143848105,9.78264394526346,135.19613932354102,Hold
2017-01-12,002261.XSHE,11.87,,10.335873429550173,122.68681760876053,Hold
2017-01-12,002292.XSHE,22.09,6.525009318552436,8.248468386393688,182.20866665543656,Hold
2017-01-12,002424.XSHE,18.14,6.560650068360976,6.841444219980606,124.1037981504482,Hold
2017-01-12,002426.XSHE,7.83,6.6392507143848105,27.470454714982242,215.09366041831095,Hold
2017-01-12,002444.XSHE,15.38,6.502988252412269,8.512471441698823,130.9218107733279,Hold
2017-01-12,002657.XSHE,42.09,6.502988252412269,3.238832354359122,136.32245379497544,Hold
2017-01-12,002673.XSHE,20.23,6.434604484298762,22.451813949745098,454.20019620334335,Hold
2017-01-12,002701.XSHE,8.6,6.265456550744137,21.872879182306065,188.10676096783214,Hold
2017-01-12,002707.XSHE,15.29,6.492096082500828,6.697932716591899,102.41139123669014,Hold
2017-01-12,300001.XSHE,18.05,5.591082759603014,6.176191034618461,111.48024817486323,Hold
2017-01-12,300026.XSHE,5.38,6.478172930939336,38.153409326364226,205.26534217583952,Hold
2017-01-12,300043.XSHE,9.81,6.6392507143848105,7.860521680491906,77.1117176856256,Hold
2017-01-12,300059.XSHE,16.77,6.434604484298762,33.74497489556336,565.9032289985976,Hold
2017-01-12,300085.XSHE,21.08,5.940822105922216,4.298364180153692,90.60951691763982,Hold
2017-01-12,300133.XSHE,10.99,6.525009318552436,11.136670830398204,122.39201242607626,Hold
2017-01-12,300134.XSHE,25.02,6.6392507143848105,6.054846055129127,151.49224829933075,Hold
2017-01-12,300146.XSHE,11.48,5.599770532715581,11.543187677348227,132.51579453595764,Hold
2017-01-12,300199.XSHE,17.15,6.6392507143848105,7.3539885851723,126.12090423570494,Hold
2017-01-12,300253.XSHE,19.63,5.858221913598474,8.89858479715507,174.67921956815402,Hold
2017-01-12,600074.XSHG,12.8,6.4873626043174655,15.712672541254433,201.12220852805675,Hold
2017-01-12,600446.XSHG,24.81,6.4873626043174655,7.978510445658417,197.94684415678532,Hold
2017-01-12,600549.XSHG,21.92,6.492096082500828,6.631222863697098,145.3564051722404,Hold
2017-01-12,600570.XSHG,45.48,6.5337696260973415,8.034154799325606,365.39336027332854,Hold
2017-01-12,600588.XSHG,20.66,6.506517332897576,11.4515072362408,236.58813950073494,Hold
2017-01-12,600606.XSHG,8.59,6.42113326965739,38.705453988729346,332.4798497631851,Hold
2017-01-12,601016.XSHG,8.8,6.303469945884623,6.4672595181012,56.91188375929056,Hold
2017-01-12,601601.XSHG,27.84,6.450766047974894,48.73632507324957,1356.819290039268,Hold
2017-01-12,601886.XSHG,10.89,5.818667100843893,7.0453338109127275,76.72368520083961,Hold
2017-01-12,603019.XSHG,24.97,5.762270838460681,5.63326574372374,140.66264562078177,Hold
2017-01-13,000002.XSHE,21.81,,107.457955208607,2343.658003099719,Hold
2017-01-13,000025.XSHE,52.99,6.570404686618852,0.8515100518121179,45.12151764552413,Hold
2017-01-13,000413.XSHE,10.54,6.511025544229494,29.6695653562979,312.7172188553798,Hold
2017-01-13,000810.XSHE,13.46,6.560650068360976,8.00817142751249,107.78998741431812,Hold
2017-01-13,000839.XSHE,8.92,6.514435196909134,43.09090935683489,384.37091146296723,Hold
2017-01-13,002027.XSHE,13.83,6.6392507143848105,9.78264394526346,135.29396576299365,Hold
2017-01-13,002261.XSHE,11.52,,10.335873429550173,119.06926190841799,Hold
2017-01-13,002292.XSHE,21.48,6.629453421806552,8.248468386393688,177.17710093973642,Hold
2017-01-13,002424.XSHE,17.78,6.6392507143848105,6.841444219980606,121.64087823125519,Hold
2017-01-13,002426.XSHE,7.68,6.6392507143848105,27.470454714982242,210.9730922110636,Hold
2017-01-13,002444.XSHE,15.22,6.525009318552436,8.512471441698823,129.5598153426561,Hold
2017-01-13,002657.XSHE,39.44,4.799163912886035,3.238832354359122,127.73954805592376,Hold
2017-01-13,002673.XSHE,20.29,,22.451813949745098,455.547305040328,Hold
2017-01-13,002701.XSHE,8.26,4.700387259277348,21.872879182306065,180.6699820458481,Hold
2017-01-13,002707.XSHE,15.09,6.502988252412269,6.697932716591899,101.07180469337176,Hold
2017-01-13,300001.XSHE,17.41,5.91968996649534,6.176191034618461,107.5274859127074,Hold
2017-01-13,300026.XSHE,5.28,6.525009318552436,38.153409326364226,201.45000124320313,Hold
2017-01-13,300043.XSHE,9.76,6.6392507143848105,7.860521680491906,76.718691601601,Hold
2017-01-13,300059.XSHE,16.42,6.467517720350371,33.74497489556336,554.0924877851504,Hold
2017-01-13,300085.XSHE,20.28,6.571926795111199,4.298364180153692,87.17082557351688,Hold
2017-01-13,300133.XSHE,10.72,6.631027126099087,11.136670830398204,119.38511130186876,Hold
2017-01-13,300134.XSHE,24.45,6.0874482957633935,6.054846055129127,148.04098604790715,Hold
2017-01-13,300146.XSHE,11.35,4.98838928837606,11.543187677348227,131.01518013790238,Hold
2017-01-13,300199.XSHE,16.98,6.6392507143848105,7.3539885851723,124.87072617622566,Hold
2017-01-13,300253.XSHE,19.11,6.492096082500828,8.89858479715507,170.0519554736334,Hold
2017-01-13,600074.XSHG,12.98,6.434604484298762,15.712672541254433,203.95048958548256,Hold
2017-01-13,600446.XSHG,23.88,6.570074279417193,7.978510445658417,190.526829442323,Hold
2017-01-13,600549.XSHG,21.06,6.474030853446164,6.631222863697098,139.65355350946086,Hold
2017-01-13,600570.XSHG,43.8,6.511025544229494,8.034154799325606,351.8959802104615,Hold
2017-01-13,600588.XSHG,19.26,4.779679632351589,11.4515072362408,220.55602936999784,Hold
2017-01-13,600606.XSHG,8.63,6.006131428429657,38.705453988729346,334.0280679227343,Hold
2017-01-13,601016.XSHG,8.67,5.751929427234529,6.4672595181012,56.0711400219374,Hold
2017-01-13,601601.XSHG,28.12,5.816268502202738,48.73632507324957,1370.465461059778,Hold
2017-01-13,601886.XSHG,10.87,5.818667100843893,7.0453338109127275,76.58277852462135,Hold
2017-01-13,603019.XSHG,24.27,5.635729565465252,5.63326574372374,136.71935960017518,Hold
2017-01-16,000002.XSHE,21.0,,107.457955208607,2256.617059380747,Hold
2017-01-16,000025.XSHE,50.19,4.844774303189131,0.8515100518121179,42.737289500450196,Hold
2017-01-16,000413.XSHE,9.95,4.68135600952782,29.6695653562979,295.21217529516406,Hold
2017-01-16,000810.XSHE,12.95,5.0430624943727125,8.00817142751249,103.70581998628674,Hold
2017-01-16,000839.XSHE,8.2,4.68135600952782,43.09090935683489,353.3454567260461,Hold
2017-01-16,002027.XSHE,13.76,6.502988252412269,9.78264394526346,134.60918068682523,Hold
2017-01-16,002261.XSHE,10.94,,10.335873429550173,113.07445531927888,Hold
2017-01-16,002292.XSHE,20.28,4.779679632351589,8.248468386393688,167.278938876064,Hold
2017-01-16,002424.XSHE,16.94,4.98917350650863,6.841444219980606,115.89406508647149,Hold
2017-01-16,002426.XSHE,7.68,,27.470454714982242,210.9730922110636,Hold
2017-01-16,002444.XSHE,14.44,4.98917350650863,8.512471441698823,122.920087618131,Hold
2017-01-16,002657.XSHE,36.59,4.779679632351589,3.238832354359122,118.50887584600028,Hold
2017-01-16,002673.XSHE,18.78,,22.451813949745098,421.64506597621295,Hold
2017-01-16,002701.XSHE,8.0,4.7214332044506975,21.872879182306065,174.98303345844852,Hold
2017-01-16,002707.XSHE,13.97,4.724216941120345,6.697932716591899,93.57012005078884,Hold
2017-01-16,300001.XSHE,16.78,6.424823759027403,6.176191034618461,103.63648556089778,Hold
2017-01-16,300026.XSHE,5.04,6.631027126099087,38.153409326364226,192.29318300487571,Hold
2017-01-16,300043.XSHE,9.2,4.959846081357251,7.860521680491906,72.31679946052553,Hold
2017-01-16,300059.XSHE,15.39,4.68135600952782,33.74497489556336,519.3351636427201,Hold
2017-01-16,300085.XSHE,18.58,4.779679632351589,4.298364180153692,79.8636064672556,Hold
2017-01-16,300133.XSHE,10.19,4.770745539855617,11.136670830398204,113.48267576175769,Hold
2017-01-16,300134.XSHE,22.09,4.791941378049846,6.054846055129127,133.75154935780242,Hold
2017-01-16,300146.XSHE,11.1,4.973117392176102,11.543187677348227,128.12938321856532,Hold
2017-01-16,300199.XSHE,16.31,4.98917350650863,7.3539885851723,119.9435538241602,Hold
2017-01-16,300253.XSHE,17.8,4.799163912886035,8.89858479715507,158.39480938936026,Hold
2017-01-16,600074.XSHG,13.15,6.372739327778225,15.712672541254433,206.6216439174958,Hold
2017-01-16,600446.XSHG,22.85,4.779679632351589,7.978510445658417,182.30896368329485,Hold
2017-01-16,600549.XSHG,19.65,4.779679632351589,6.631222863697098,130.30352927164796,Hold
2017-01-16,600570.XSHG,43.8,,8.034154799325606,351.8959802104615,Hold
2017-01-16,600588.XSHG,18.27,4.779679632351589,11.4515072362408,209.21903720611942,Hold
2017-01-16,600606.XSHG,8.66,5.786541810361489,38.705453988729346,335.18923154239616,Hold
2017-01-16,601016.XSHG,8.2,4.906152974199273,6.4672595181012,53.031528048429834,Hold
2017-01-16,601601.XSHG,28.67,5.561678748061855,48.73632507324957,1397.2704398500653,Hold
2017-01-16,601886.XSHG,10.58,6.3577758783942,7.0453338109127275,74.53963171945665,Hold
2017-01-16,603019.XSHG,23.14,4.765050166652665,5.63326574372374,130.35376930976736,Hold
2017-01-17,000021.XSHE,9.38,6.250057944252282,19.395420592410467,181.9290451568102,
2017-01-17,000555.XSHE,19.92,5.011389541625419,7.582100086098779,151.0354337150877,
2017-01-17,000686.XSHE,11.89,5.677066143760543,38.10818344367226,453.10630114526316,
2017-01-17,000758.XSHE,7.72,5.071684776550082,32.014105120955946,247.14889153377987,
2017-01-17,000762.XSHE,16.41,5.595570940938626,11.295653177960691,185.36166865033493,
2017-01-17,000783.XSHE,9.71,6.062034842018488,91.20667984854562,885.616861329378,
2017-01-17,000895.XSHE,20.37,5.885137750628209,26.625160136323313,542.3545119769059,
2017-01-17,000960.XSHE,12.88,6.515835839251083,19.455086570442905,250.58151502730462,
2017-01-17,000969.XSHE,9.78,6.10977119620761,14.390343889009568,140.73756323451357,
2017-01-17,000983.XSHE,8.3,6.531891953583611,41.7704786561442,346.69497284599686,
2017-01-17,002011.XSHE,9.14,,15.022422291136635,137.30493974098886,
2017-01-17,002027.XSHE,13.65,6.492096082500828,16.597300408251396,226.55315057263158,
2017-01-17,002081.XSHE,9.75,6.464204845005782,41.54354587035047,405.0495722359171,
2017-01-17,002106.XSHE,11.34,6.545000794308715,14.529623253014693,164.7659276891866,
2017-01-17,002155.XSHE,11.14,6.572780698198195,19.412502701261886,216.25528009205743,
2017-01-17,002190.XSHE,31.91,5.239246737386996,4.5180252813550075,144.1701867280383,
2017-01-17,002194.XSHE,11.85,6.646246900722641,6.372803110341253,75.51771685754385,
2017-01-17,002371.XSHE,26.97,5.985005027406596,4.709197970352787,127.00706926041467,
2017-01-17,002466.XSHE,33.15,6.581759116182748,15.221588342326816,504.59565354813395,
2017-01-17,002736.XSHE,15.09,6.5637032068254735,66.19572144570535,998.8934366156938,
2017-01-17,300010.XSHE,16.04,6.631027126099087,11.770217714704467,188.79429214385965,
2017-01-17,300026.XSHE,5.13,,66.91273866519924,343.26234935247214,
