code,sector,stock_name
600221.XSHG,工业,海航控股
300197.XSHE,工业,节能铁汉
600017.XSHG,工业,日照港
600428.XSHG,工业,中远海特
601018.XSHG,工业,宁波港
600874.XSHG,工业,创业环保
600478.XSHG,工业,科力远
002665.XSHE,工业,首航高科
603556.XSHG,工业,海兴电力
000008.XSHE,工业,神州高铁
600545.XSHG,工业,卓郎智能
600575.XSHG,工业,淮河能源
600869.XSHG,工业,远东股份
002957.XSHE,工业,科瑞技术
002941.XSHE,工业,新疆交建
002051.XSHE,工业,中工国际
002212.XSHE,工业,天融信
601068.XSHG,工业,中铝国际
002818.XSHE,工业,富森美
601727.XSHG,工业,上海电气
002050.XSHE,工业,三花智控
002127.XSHE,工业,南极电商
002191.XSHE,工业,劲嘉股份
000061.XSHE,工业,农产品
000415.XSHE,工业,渤海租赁
000826.XSHE,工业,启迪环境
000967.XSHE,工业,盈峰环境
300474.XSHE,工业,景嘉微
600068.XSHG,工业,葛洲坝
600312.XSHG,工业,平高电气
600388.XSHG,工业,龙净环保
002375.XSHE,工业,亚厦股份
000090.XSHE,工业,天健集团
002013.XSHE,工业,中航机电
601975.XSHG,工业,招商南油
601200.XSHG,工业,上海环境
600717.XSHG,工业,天津港
600835.XSHG,工业,上海机电
000528.XSHE,工业,柳工
001965.XSHE,工业,招商公路
600026.XSHG,工业,中远海能
300072.XSHE,工业,海新能科
300376.XSHE,工业,易事特
600006.XSHG,工业,东风汽车
601333.XSHG,工业,广深铁路
600739.XSHG,工业,辽宁成大
600787.XSHG,工业,中储股份
002430.XSHE,工业,杭氧股份
000062.XSHE,工业,深圳华强
300769.XSHE,工业,德方纳米
600667.XSHG,工业,太极实业
002249.XSHE,工业,大洋电机
688777.XSHG,工业,中控技术
002183.XSHE,工业,怡亚通
002081.XSHE,工业,金螳螂
002985.XSHE,工业,北摩高科
688009.XSHG,工业,中国通号
603638.XSHG,工业,艾迪精密
688116.XSHG,工业,天奈科技
300012.XSHE,工业,华测检测
000155.XSHE,工业,川能动力
000425.XSHE,工业,徐工机械
000400.XSHE,工业,许继电气
000338.XSHE,工业,潍柴动力
000157.XSHE,工业,中联重科
000009.XSHE,工业,中国宝安
000089.XSHE,工业,深圳机场
000039.XSHE,工业,中集集团
300014.XSHE,工业,亿纬锂能
601298.XSHG,工业,青岛港
601228.XSHG,工业,广州港
601186.XSHG,工业,中国铁建
601179.XSHG,工业,中国西电
601156.XSHG,工业,东航物流
601117.XSHG,工业,中国化学
601111.XSHG,工业,中国国航
601106.XSHG,工业,中国一重
601100.XSHG,工业,恒立液压
601061.XSHG,工业,中信金属
601021.XSHG,工业,春秋航空
601012.XSHG,工业,隆基绿能
601390.XSHG,工业,中国中铁
601006.XSHG,工业,大秦铁路
600970.XSHG,工业,中材国际
600967.XSHG,工业,内蒙一机
600893.XSHG,工业,航发动力
600885.XSHG,工业,宏发股份
600884.XSHG,工业,杉杉股份
600879.XSHG,工业,航天电子
600875.XSHG,工业,东方电气
600862.XSHG,工业,中航高科
600820.XSHG,工业,隧道股份
600765.XSHG,工业,中航重机
600764.XSHG,工业,中国海防
600760.XSHG,工业,中航沈飞
601000.XSHG,工业,唐山港
600755.XSHG,工业,厦门国贸
601598.XSHG,工业,中国外运
601611.XSHG,工业,中国核建
603885.XSHG,工业,吉祥航空
603806.XSHG,工业,福斯特
603659.XSHG,工业,璞泰来
000519.XSHE,工业,中兵红箭
603568.XSHG,工业,伟明环保
603338.XSHG,工业,浙江鼎力
603218.XSHG,工业,日月股份
603185.XSHG,工业,弘元绿能
603056.XSHG,工业,德邦股份
603026.XSHG,工业,胜华新材
601989.XSHG,工业,中国重工
601919.XSHG,工业,中远海控
601608.XSHG,工业,中信重工
601880.XSHG,工业,辽港股份
601872.XSHG,工业,招商轮船
601868.XSHG,工业,中国能建
601866.XSHG,工业,中远海发
601865.XSHG,工业,福莱特
601828.XSHG,工业,美凯龙
601816.XSHG,工业,京沪高铁
601800.XSHG,工业,中国交建
601766.XSHG,工业,中国中车
601669.XSHG,工业,中国电建
601668.XSHG,工业,中国建筑
601618.XSHG,工业,中国中冶
601615.XSHG,工业,明阳智能
601877.XSHG,工业,正泰电器
603899.XSHG,工业,晨光股份
600732.XSHG,工业,爱旭股份
600582.XSHG,工业,天地科技
600009.XSHG,工业,上海机场
600004.XSHG,工业,白云机场
301029.XSHE,工业,怡合达
300919.XSHE,工业,中伟股份
300861.XSHE,工业,美畅股份
300850.XSHE,工业,新强联
300776.XSHE,工业,帝尔激光
300763.XSHE,工业,锦浪科技
300751.XSHE,工业,迈为股份
300750.XSHE,工业,宁德时代
300724.XSHE,工业,捷佳伟创
300568.XSHE,工业,星源材质
600018.XSHG,工业,上港集团
300450.XSHE,工业,先导智能
300390.XSHE,工业,天华新能
300316.XSHE,工业,晶盛机电
300274.XSHE,工业,阳光电源
300257.XSHE,工业,开山股份
300207.XSHE,工业,欣旺达
300124.XSHE,工业,汇川技术
300118.XSHE,工业,东方日升
300114.XSHE,工业,中航电测
300073.XSHE,工业,当升科技
300070.XSHE,工业,碧水源
300037.XSHE,工业,新宙邦
300024.XSHE,工业,机器人
300438.XSHE,工业,鹏辉能源
600704.XSHG,工业,物产中大
600029.XSHG,工业,南方航空
600038.XSHG,工业,中直股份
600580.XSHG,工业,卧龙电驱
600528.XSHG,工业,中铁工业
600517.XSHG,工业,国网英大
600499.XSHG,工业,科达制造
600482.XSHG,工业,中国动力
600481.XSHG,工业,双良节能
600438.XSHG,工业,通威股份
600435.XSHG,工业,北方导航
600418.XSHG,工业,江淮汽车
600416.XSHG,工业,湘电股份
600415.XSHG,工业,小商品城
600406.XSHG,工业,国电南瑞
600031.XSHG,工业,三一重工
600377.XSHG,工业,宁沪高速
600350.XSHG,工业,山东高速
600316.XSHG,工业,洪都航空
600233.XSHG,工业,圆通速递
600170.XSHG,工业,上海建工
600166.XSHG,工业,福田汽车
600153.XSHG,工业,建发股份
600150.XSHG,工业,中国船舶
600118.XSHG,工业,中国卫星
600115.XSHG,工业,中国东航
600089.XSHG,工业,特变电工
600066.XSHG,工业,宇通客车
600039.XSHG,工业,四川路桥
600372.XSHG,工业,中航机载
688005.XSHG,工业,容百科技
603606.XSHG,工业,东方电缆
688348.XSHG,工业,昱能科技
002865.XSHE,工业,钧达股份
002850.XSHE,工业,科达利
002812.XSHE,工业,恩捷股份
002791.XSHE,工业,坚朗五金
002761.XSHE,工业,浙江建投
002709.XSHE,工业,天赐材料
002690.XSHE,工业,美亚光电
002625.XSHE,工业,光启技术
003035.XSHE,工业,南网能源
002595.XSHE,工业,豪迈科技
002518.XSHE,工业,科士达
002506.XSHE,工业,协鑫集成
002505.XSHE,工业,鹏都农牧
002487.XSHE,工业,大金重工
002468.XSHE,工业,申通快递
002459.XSHE,工业,晶澳科技
002444.XSHE,工业,巨星科技
002414.XSHE,工业,高德红外
002531.XSHE,工业,天顺风能
002372.XSHE,工业,伟星新材
300001.XSHE,工业,特锐德
688779.XSHG,工业,长远锂科
688063.XSHG,工业,派能科技
688187.XSHG,工业,时代电气
688188.XSHG,工业,柏楚电子
688208.XSHG,工业,道通科技
688223.XSHG,工业,晶科能源
688248.XSHG,工业,南网科技
688281.XSHG,工业,华秦科技
688297.XSHG,工业,中无人机
688819.XSHG,工业,天能股份
688303.XSHG,工业,大全能源
688375.XSHG,工业,国博电子
688390.XSHG,工业,固德威
688425.XSHG,工业,铁建重工
688516.XSHG,工业,奥特维
688567.XSHG,工业,孚能科技
688599.XSHG,工业,天合光能
688772.XSHG,工业,珠海冠宇
688778.XSHG,工业,厦钨新能
688349.XSHG,工业,三一重能
688032.XSHG,工业,禾迈股份
002352.XSHE,工业,顺丰控股
002271.XSHE,工业,东方雨虹
002340.XSHE,工业,格林美
000738.XSHE,工业,航发控制
000768.XSHE,工业,中航西飞
000785.XSHE,工业,居然之家
000786.XSHE,工业,北新建材
000800.XSHE,工业,一汽解放
001872.XSHE,工业,招商港口
002008.XSHE,工业,大族激光
002010.XSHE,工业,传化智联
688006.XSHG,工业,杭可科技
002028.XSHE,工业,思源电气
002056.XSHE,工业,横店东磁
002074.XSHE,工业,国轩高科
002120.XSHE,工业,韵达股份
002129.XSHE,工业,TCL中环
002179.XSHE,工业,中航光电
002202.XSHE,工业,金风科技
002025.XSHE,工业,航天电器
002266.XSHE,工业,浙富控股
600997.XSHG,能源,开滦股份
601101.XSHG,能源,昊华能源
000852.XSHE,能源,石化机械
002267.XSHE,能源,陕天然气
600397.XSHG,能源,安源煤业
600175.XSHG,能源,退市美都
002018.XSHE,能源,华信退
600395.XSHG,能源,盘江股份
600971.XSHG,能源,恒源煤电
600688.XSHG,能源,上海石化
000552.XSHE,能源,甘肃能化
600759.XSHG,能源,ST洲际
601001.XSHG,能源,晋控煤业
600777.XSHG,能源,新潮能源
002128.XSHE,能源,电投能源
600256.XSHG,能源,广汇能源
002221.XSHE,能源,东华能源
600339.XSHG,能源,中油工程
600188.XSHG,能源,兖矿能源
600157.XSHG,能源,永泰能源
000983.XSHE,能源,山西焦煤
002353.XSHE,能源,杰瑞股份
600348.XSHG,能源,华阳股份
000937.XSHE,能源,冀中能源
000723.XSHE,能源,美锦能源
600028.XSHG,能源,中国石化
600546.XSHG,能源,山煤国际
600968.XSHG,能源,海油发展
600871.XSHG,能源,石化油服
600925.XSHG,能源,苏能股份
600938.XSHG,能源,中国海油
600985.XSHG,能源,淮北矿业
601088.XSHG,能源,中国神华
601225.XSHG,能源,陕西煤业
601666.XSHG,能源,平煤股份
601808.XSHG,能源,中海油服
601857.XSHG,能源,中国石油
601898.XSHG,能源,中煤能源
600583.XSHG,能源,海油工程
601699.XSHG,能源,潞安环能
000703.XSHE,能源,恒逸石化
600198.XSHG,通信服务,大唐电信
002194.XSHE,通信服务,武汉凡谷
600485.XSHG,通信服务,*ST信威
000547.XSHE,通信服务,航天发展
002359.XSHE,通信服务,北讯退
002491.XSHE,通信服务,通鼎互联
300134.XSHE,通信服务,大富科技
600260.XSHG,通信服务,*ST凯乐
601138.XSHG,通信服务,工业富联
600804.XSHG,通信服务,ST鹏博士
600745.XSHG,通信服务,闻泰科技
002583.XSHE,通信服务,海能达
688036.XSHG,通信服务,传音控股
600776.XSHG,通信服务,东方通信
300315.XSHE,通信服务,掌趣科技
300133.XSHE,通信服务,华策影视
600522.XSHG,通信服务,中天科技
600037.XSHG,通信服务,歌华有线
002174.XSHE,通信服务,游族网络
300136.XSHE,通信服务,信维通信
002602.XSHE,通信服务,世纪华通
002396.XSHE,通信服务,星网锐捷
601869.XSHG,通信服务,长飞光纤
600487.XSHG,通信服务,亨通光电
600556.XSHG,通信服务,天下秀
300442.XSHE,通信服务,润泽科技
300182.XSHE,通信服务,捷成股份
000063.XSHE,通信服务,中兴通讯
300418.XSHE,通信服务,昆仑万维
300502.XSHE,通信服务,新易盛
300628.XSHE,通信服务,亿联网络
600050.XSHG,通信服务,中国联通
600131.XSHG,通信服务,国网信通
600373.XSHG,通信服务,中文传媒
300413.XSHE,通信服务,芒果超媒
600498.XSHG,通信服务,烽火通信
600941.XSHG,通信服务,中国移动
600959.XSHG,通信服务,江苏有线
600977.XSHG,通信服务,中国电影
601098.XSHG,通信服务,中南传媒
601698.XSHG,通信服务,中国卫通
601728.XSHG,通信服务,中国电信
600637.XSHG,通信服务,东方明珠
601928.XSHG,通信服务,凤凰传媒
300394.XSHE,通信服务,天孚通信
300251.XSHE,通信服务,光线传媒
002027.XSHE,通信服务,分众传媒
002131.XSHE,通信服务,利欧股份
002195.XSHE,通信服务,岩山科技
002281.XSHE,通信服务,光迅科技
002465.XSHE,通信服务,海格通信
002517.XSHE,通信服务,恺英网络
300308.XSHE,通信服务,中际旭创
002555.XSHE,通信服务,三七互娱
002624.XSHE,通信服务,完美世界
002739.XSHE,通信服务,万达电影
003031.XSHE,通信服务,中瓷电子
300017.XSHE,通信服务,网宿科技
300058.XSHE,通信服务,蓝色光标
300212.XSHE,通信服务,易华录
002558.XSHE,通信服务,巨人网络
603000.XSHG,通信服务,人民网
603444.XSHG,通信服务,吉比特
603712.XSHG,通信服务,七一二
000938.XSHE,通信服务,紫光股份
000156.XSHE,通信服务,华数传媒
688387.XSHG,通信服务,信科移动
600510.XSHG,金融地产,黑牡丹
000861.XSHE,金融地产,海印股份
000931.XSHE,金融地产,中关村
000631.XSHE,金融地产,顺发恒业
600067.XSHG,金融地产,冠城大通
000517.XSHE,金融地产,荣安地产
000616.XSHE,金融地产,*ST海投
000620.XSHE,金融地产,*ST新联
600736.XSHG,金融地产,苏州高新
000897.XSHE,金融地产,津滨发展
000981.XSHE,金融地产,山子高科
601375.XSHG,金融地产,中原证券
000979.XSHE,金融地产,中弘退
002147.XSHE,金融地产,新光退
000667.XSHE,金融地产,ST美置
600503.XSHG,金融地产,华丽家族
600743.XSHG,金融地产,华远地产
600773.XSHG,金融地产,西藏城投
600240.XSHG,金融地产,退市华业
000926.XSHE,金融地产,福星股份
600393.XSHG,金融地产,ST粤泰
000006.XSHE,金融地产,深振业A
600816.XSHG,金融地产,建元信托
002285.XSHE,金融地产,世联行
000712.XSHE,金融地产,锦龙股份
600565.XSHG,金融地产,迪马股份
600570.XSHG,金融地产,恒生电子
600053.XSHG,金融地产,九鼎投资
002807.XSHE,金融地产,江阴银行
000627.XSHE,金融地产,天茂集团
600291.XSHG,金融地产,退市西水
600158.XSHG,金融地产,中体产业
600675.XSHG,金融地产,中华企业
600748.XSHG,金融地产,上实发展
600094.XSHG,金融地产,大名城
002839.XSHE,金融地产,张家港行
300033.XSHE,金融地产,同花顺
000732.XSHE,金融地产,ST泰禾
601512.XSHG,金融地产,中新集团
600340.XSHG,金融地产,华夏幸福
601099.XSHG,金融地产,太平洋
000046.XSHE,金融地产,*ST泛海
000537.XSHE,金融地产,中绿电
600266.XSHG,金融地产,城建发展
600466.XSHG,金融地产,*ST蓝光
600639.XSHG,金融地产,浦东金桥
600643.XSHG,金融地产,爱建集团
600908.XSHG,金融地产,无锡银行
600657.XSHG,金融地产,信达地产
600649.XSHG,金融地产,城投控股
000671.XSHE,金融地产,ST阳光城
000686.XSHE,金融地产,东北证券
000718.XSHE,金融地产,苏宁环球
601860.XSHG,金融地产,紫金银行
601825.XSHG,金融地产,沪农商行
600120.XSHG,金融地产,浙江东方
600823.XSHG,金融地产,ST世茂
600811.XSHG,金融地产,东方集团
002948.XSHE,金融地产,青岛银行
000540.XSHE,金融地产,*ST中天
000656.XSHE,金融地产,金科股份
000961.XSHE,金融地产,中南建设
002146.XSHE,金融地产,荣盛发展
600376.XSHG,金融地产,首开股份
600064.XSHG,金融地产,南京高科
600648.XSHG,金融地产,外高桥
601136.XSHG,金融地产,首创证券
600383.XSHG,金融地产,金地集团
600705.XSHG,金融地产,中航产融
601577.XSHG,金融地产,长沙银行
600919.XSHG,金融地产,江苏银行
600926.XSHG,金融地产,杭州银行
600927.XSHG,金融地产,永安期货
600928.XSHG,金融地产,西安银行
600958.XSHG,金融地产,东方证券
600999.XSHG,金融地产,招商证券
601009.XSHG,金融地产,南京银行
601059.XSHG,金融地产,信达证券
601066.XSHG,金融地产,中信建投
601077.XSHG,金融地产,渝农商行
601108.XSHG,金融地产,财通证券
601128.XSHG,金融地产,常熟银行
601155.XSHG,金融地产,新城控股
601162.XSHG,金融地产,天风证券
601166.XSHG,金融地产,兴业银行
601169.XSHG,金融地产,北京银行
601198.XSHG,金融地产,东兴证券
601211.XSHG,金融地产,国泰君安
601229.XSHG,金融地产,上海银行
601236.XSHG,金融地产,红塔证券
601288.XSHG,金融地产,农业银行
601318.XSHG,金融地产,中国平安
601319.XSHG,金融地产,中国人保
601328.XSHG,金融地产,交通银行
601336.XSHG,金融地产,新华保险
601377.XSHG,金融地产,兴业证券
601398.XSHG,金融地产,工商银行
601456.XSHG,金融地产,国联证券
601555.XSHG,金融地产,东吴证券
601601.XSHG,金融地产,中国太保
601187.XSHG,金融地产,厦门银行
001979.XSHE,金融地产,招商蛇口
601628.XSHG,金融地产,中国人寿
002670.XSHE,金融地产,国盛金控
002673.XSHE,金融地产,西部证券
002736.XSHE,金融地产,国信证券
002797.XSHE,金融地产,第一创业
002926.XSHE,金融地产,华西证券
002936.XSHE,金融地产,郑州银行
002500.XSHE,金融地产,山西证券
002939.XSHE,金融地产,长城证券
600909.XSHG,金融地产,华安证券
002958.XSHE,金融地产,青农商行
002966.XSHE,金融地产,苏州银行
300059.XSHE,金融地产,东方财富
600000.XSHG,金融地产,浦发银行
600015.XSHG,金融地产,华夏银行
002945.XSHE,金融地产,华林证券
002423.XSHE,金融地产,中粮资本
002244.XSHE,金融地产,滨江集团
000001.XSHE,金融地产,平安银行
001914.XSHE,金融地产,招商积余
001227.XSHE,金融地产,兰州银行
000987.XSHE,金融地产,越秀资本
000958.XSHE,金融地产,电投产融
000783.XSHE,金融地产,长江证券
000776.XSHE,金融地产,广发证券
000750.XSHE,金融地产,国海证券
000728.XSHE,金融地产,国元证券
000617.XSHE,金融地产,中油资本
000563.XSHE,金融地产,陕国投A
000402.XSHE,金融地产,金融街
000166.XSHE,金融地产,申万宏源
000069.XSHE,金融地产,华侨城A
000031.XSHE,金融地产,大悦城
000002.XSHE,金融地产,万科A
600016.XSHG,金融地产,民生银行
002142.XSHE,金融地产,宁波银行
600030.XSHG,金融地产,中信证券
600048.XSHG,金融地产,保利发展
601990.XSHG,金融地产,南京证券
601988.XSHG,金融地产,中国银行
601939.XSHG,金融地产,建设银行
601916.XSHG,金融地产,浙商银行
601901.XSHG,金融地产,方正证券
601881.XSHG,金融地产,中国银河
601995.XSHG,金融地产,中金公司
601878.XSHG,金融地产,浙商证券
601818.XSHG,金融地产,光大银行
601788.XSHG,金融地产,光大证券
601696.XSHG,金融地产,中银证券
601688.XSHG,金融地产,华泰证券
601665.XSHG,金融地产,齐鲁银行
601658.XSHG,金融地产,邮储银行
601838.XSHG,金融地产,成都银行
601997.XSHG,金融地产,贵阳银行
601998.XSHG,金融地产,中信银行
600906.XSHG,金融地产,财达证券
600061.XSHG,金融地产,国投资本
600095.XSHG,金融地产,湘财股份
600109.XSHG,金融地产,国金证券
600155.XSHG,金融地产,华创云信
600208.XSHG,金融地产,新湖中宝
600325.XSHG,金融地产,华发股份
600369.XSHG,金融地产,西南证券
600390.XSHG,金融地产,五矿资本
600515.XSHG,金融地产,海南机场
600606.XSHG,金融地产,绿地控股
600663.XSHG,金融地产,陆家嘴
600837.XSHG,金融地产,海通证券
600848.XSHG,金融地产,上海临港
600895.XSHG,金融地产,张江高科
600901.XSHG,金融地产,江苏金租
600036.XSHG,金融地产,招商银行
600918.XSHG,金融地产,中泰证券
